,Make
47543,MAULE
47544,HUGHES
47545,ROBINSON
47546,OEHLING
47547,CESSNA
47548,PIPER
47549,PIPER
47550,BELL
47551,CESSNA
47552,CESSNA
47553,PIPER
47554,PITTS
47556,CESSNA
47557,CESSNA
47558,TAYLORCRAFT
47559,CORBIN/KING
47560,CESSNA
47561,CESSNA
47562,PIPER
47563,BOEING
47564,CESSNA
47565,CESSNA
47566,AMERICAN
47567,CESSNA
47568,PIPER
47569,CESSNA
47570,CESSNA
47571,BEECH
47572,BEECH
47573,CESSNA
47574,CESSNA
47575,PIPER
47576,CESSNA
47577,CESSNA
47578,MOONEY
47579,BELLANCA
47580,CESSNA
47581,BELL
47582,CHRISTEN INDUSTRIES
47583,PIPER
47584,ROGERS
47585,KING
47586,CESSNA
47587,PIPER
47588,MOONEY
47589,ISRAEL AIRCRAFT INDUSTRIES
47590,DE HAVILLAND
47591,MCCARTY
47592,CESSNA
47593,PIPER
47594,HUGHES
47595,BOEING
47596,CESSNA
47597,BEECH
47598,CESSNA
47599,CESSNA
47600,CESSNA
47601,CESSNA
47602,HUGHES
47603,MAULE
47604,CARTERCOPTERS
47605,PIPER
47606,BEECH
47607,MOONEY
47608,CESSNA
47609,CESSNA
47610,ROTORWAY
47611,BEECH
47612,DOUGLAS
47613,PIPER
47614,BEECH
47615,BEECH
47616,CESSNA
47617,SWERTFEGER
47618,CESSNA
47619,RHEA
47620,CESSNA
47621,HUGHES
47622,GLOBE
47623,MCDONNELL DOUGLAS
47624,PIPER
47625,PIPER
47626,BEECH
47627,CESSNA
47628,HUGHES
47629,CESSNA
47630,CESSNA
47631,MCDONNELL DOUGLAS
47632,CESSNA
47633,CESSNA
47634,BEECH
47635,BEECH
47636,CESSNA
47637,CESSNA
47638,AERO COMMANDER
47639,CESSNA
47640,BOEING
47641,CESSNA
47642,CESSNA
47643,PIPER
47644,PIPER
47645,PITTS
47646,CESSNA
47647,BEECH
47648,BOEING
47649,ZIELKE
47650,LUSCOMBE
47651,CESSNA
47652,LUSCOMBE
47653,PIPER
47654,BEECH
47655,QUEST II WALSH LTD.
47656,O'HARA BOB
47657,LUSCOMBE
47658,CHAMPION
47659,PRUDHOMME
47660,ISRAEL AIRCRAFT INDUSTRIES
47661,CESSNA
47662,CESSNA
47663,MOONEY
47664,AEROSPATIALE
47665,CESSNA
47666,BEECH
47667,CESSNA
47668,HUGHES
47669,CESSNA
47670,PIPER
47671,PRICE
47672,BEECH
47673,PIPER
47674,AEROSTAR
47675,CESSNA
47676,BELLANCA
47677,CESSNA
47678,CESSNA
47679,PIPER
47680,PIPER
47681,CESSNA
47682,BOEING
47684,CESSNA
47685,PIPER
47686,EAA CHAPTER 229
47687,ROTORWAY
47688,BEECH
47689,CESSNA
47690,BELL
47691,CESSNA
47692,BEECH
47693,CESSNA
47694,CESSNA
47695,PIPER
47696,HAWKER SIDDELEY
47697,CESSNA
47698,PIPER
47699,PIPER
47700,CLARK
47701,BEECH
47702,SWEARINGEN
47703,BELLANCA
47704,PIPER
47705,SLATER
47706,MOONEY
47707,PIPER
47708,BEECH
47709,TAYLORCRAFT
47710,CESSNA
47711,AEROSTAR
47712,SAAB-SCANIA AB (SAAB)
47713,PIPER
47714,BEECH
47715,BELL
47716,BOEING
47717,ARROW AIRCRAFT CO.
47718,BEECH
47719,PIPER
47720,CESSNA
47721,AGUSTA
47722,LOCKHEED
47723,CESSNA
47724,PILATUS
47725,LET
47726,DANA A. MOORE
47727,BEECH
47728,CESSNA
47729,CESSNA
47730,HUGHES
47731,CESSNA
47732,BELL
47733,CESSNA
47734,CESSNA
47735,BEECH
47736,CESSNA
47737,AERONCA
47738,MOONEY
47739,BELL
47740,CESSNA
47741,CESSNA
47742,MOONEY
47743,MYERS
47744,CESSNA
47745,BEECH
47746,BRITISH AEROSPACE
47747,STINSON
47748,MINCE
47749,ROBINSON
47750,PIPER
47751,ROBINSON
47752,CESSNA
47753,MITSUBISHI
47754,CESSNA
47755,CESSNA
47756,PIPER
47757,MOONEY
47758,CESSNA
47759,AIR TRACTOR
47760,CESSNA
47761,PIPER
47762,PIPER
47763,GRUMMAN AMERICAN
47764,HILLER
47765,CESSNA
47766,CESSNA
47767,MITSUBISHI
47768,ROBINSON
47769,CESSNA
47770,PIPER
47771,SWEARINGEN
47772,BELL
47773,CESSNA
47774,CESSNA
47775,CESSNA
47776,ROBINSON
47777,SIAI-MARCHETTI
47778,CESSNA
47779,AIRBUS INDUSTRIE
47780,BEECH
47781,CESSNA
47782,DOUGLAS
47783,MCDONNELL DOUGLAS
47784,ROBINSON
47785,PIPER
47786,BEECH
47787,ROBINSON
47788,STIRLING
47789,AIR TRACTOR
47790,CESSNA
47791,BEECH
47792,BOEING
47793,BEECH
47794,BOEING
47795,MCDONNELL DOUGLAS
47796,MOONEY
47797,PIPER
47798,PIPER
47799,PIPER
47800,PIPER
47801,IZATT
47802,CESSNA
47803,BEECH
47804,CESSNA
47805,PIPER
47806,LUTES
47807,ROCKWELL
47808,CESSNA
47809,ROCKWELL
47810,GRUMMAN AMERICAN
47811,CESSNA
47812,CESSNA
47813,CESSNA
47814,CESSNA
47815,CESSNA
47816,BELLANCA
47817,GRAY
47818,CESSNA
47819,BEECH
47820,CESSNA
47821,CESSNA
47822,BEECH
47823,PIPER
47824,CESSNA
47825,CESSNA
47826,MORAVAN
47827,PIPER
47828,BEECH
47829,CESSNA
47830,MOONEY
47831,CESSNA
47832,BEECH
47833,BEECH
47834,SIKORSKY
47835,WOOD
47836,BELL
47837,MITSUBISHI
47838,BOEING
47839,CESSNA
47840,MAULE
47841,BEECH
47842,CESSNA
47843,CESSNA
47844,SAAB-SCANIA AB (SAAB)
47845,BOEING
47846,CESSNA
47847,PIPER
47848,BEECH
47849,HUGHES
47850,TAYLORCRAFT
47851,BEECH
47852,BEECH
47853,FOKKER
47854,CESSNA
47855,PIPER
47856,BEECH
47857,PIPER
47858,BELL
47859,CESSNA
47860,CESSNA
47861,PIPER
47862,CESSNA
47863,PIPER
47864,CESSNA
47865,CESSNA
47866,PIPER
47867,KITCHENS
47868,PIPER
47869,CESSNA
47870,DOUGLAS
47871,PIPER
47872,CESSNA
47874,CESSNA
47875,CESSNA
47876,AYRES
47877,MCDONNELL DOUGLAS
47878,SCHWEIZER
47879,CESSNA
47880,CESSNA
47881,AEROSPATIALE
47882,PIPER
47883,KRETSINGER
47884,PIPER
47885,CESSNA
47886,FOKKER
47887,PIPER
47888,SCHWEIZER
47889,HILLER
47890,COHEN
47891,CESSNA
47892,CESSNA
47893,EMBRAER
47894,PIPER
47895,BOEING
47896,AEROTECHNIK
47897,NORTH AMERICAN
47898,BEECH
47899,CESSNA
47900,BEECH
47901,CESSNA
47902,CESSNA
47903,ELLIS
47904,BELL
47905,LUSCOMBE
47906,ERCOUPE (ENG & RESEARCH CORP.)
47907,CESSNA
47908,CESSNA
47909,PIPER
47910,MOONEY
47911,BOEING
47912,PIPER
47913,CESSNA
47914,BOEING
47915,BEECH
47916,CESSNA
47917,CESSNA
47918,HUGHES
47919,PIPER
47920,CESSNA
47921,BELL
47922,CESSNA
47923,BURAK STANLEY A
47924,MCDONNELL DOUGLAS
47925,CESSNA
47926,PIPER
47927,CESSNA
47928,CESSNA
47930,MCDONNELL DOUGLAS
47931,UNKNOWN
47932,CESSNA
47933,CESSNA
47934,ERCOUPE (ENG & RESEARCH CORP.)
47935,I.C.A. BRASOV
47936,PIPER
47937,PIPER
47938,ALON
47939,AERO COMP INC
47940,STINSON
47941,CESSNA
47942,BOEING
47943,BELLANCA
47944,CESSNA
47945,PIPER
47946,HUGHES
47947,PIPER
47948,AERONCA
47949,CESSNA
47950,STEARMAN
47951,BELL
47952,CESSNA
47953,CESSNA
47954,PIPER
47955,TITAN AIRCRAFT
47956,TRIKE
47957,MCDONNELL DOUGLAS
47958,ARROW AIRCRAFT CO.
47959,SIKORSKY
47960,HUGHES
47961,CESSNA
47962,BEECH
47963,CESSNA
47964,CESSNA
47965,CESSNA
47966,CESSNA
47967,CESSNA
47968,BOEING
47969,BEECH
47970,AEROSPATIALE
47971,EUROCOPTER
47972,ROBINSON
47973,CESSNA
47974,CESSNA
47975,PIPER
47976,MCDONNELL DOUGLAS
47977,BELL
47978,LEARJET
47979,PIPER
47980,BOEING - CANADA (DE HAVILLAND)
47981,PIPER
47982,CESSNA
47983,GRUMMAN
47984,GRUMMAN-SCHWEIZER
47985,SIAI-MARCHETTI
47986,BEECH
47987,WEATHERLY
47988,BOEING
47989,BEECH
47990,CESSNA
47991,BEECH
47992,CESSNA
47993,BELL
47994,CESSNA
47995,CESSNA
47996,AERO COMMANDER
47997,BEECH
47998,CESSNA
47999,PIPER
48000,CESSNA
48001,BEECH
48002,BEECHCRAFT
48003,DASSAULT
48004,HILLER
48005,AERONCA-BUBECK IRVING
48006,DOUGLAS
48007,DE HAVILLAND
48008,PIPER
48009,PIPER
48010,CESSNA
48011,PIPER
48012,BELLANCA
48013,ADAMS
48014,BEECH
48015,BEECH
48016,CESSNA
48017,CESSNA
48018,PIPER
48019,CESSNA
48020,BEECH
48021,BELL
48023,DORNIER
48024,BOEING
48025,MCKINNIS
48026,RAYTHEON CORPORATE JETS
48027,CESSNA
48028,SAAB
48029,PIPER
48030,BELL
48031,HELIO
48032,CESSNA
48033,CESSNA
48034,STEARMAN
48035,CESSNA
48036,CESSNA
48037,CESSNA
48038,LOCKWOOD
48039,PIPER
48040,CESSNA
48041,SCOVIL
48042,BELLANCA
48043,CESSNA
48044,CESSNA
48045,STINSON
48046,AEROSPATIALE
48047,BOEING
48048,MCDONNELL DOUGLAS
48049,ROBINSON
48050,JOHNSON
48051,CESSNA
48052,WARD
48053,NEW
48054,AERONCA
48055,CESSNA
48056,TAYLORCRAFT
48057,CESSNA
48058,CESSNA
48059,BOEING
48060,PIPER
48061,CESSNA
48062,CESSNA
48063,"BAIR HELICOPTERS, INC."
48064,SCHWEIZER
48065,PIPER
48066,PIPER
48067,AEROSPATIALE
48068,CESSNA
48069,PIPER
48070,ROBINSON
48071,NORTH AMERICAN
48072,WSK PZL MIELEC
48073,HUGHES
48074,BIRX
48075,STUART
48076,BELL
48077,CESSNA
48078,CESSNA
48079,CESSNA
48080,BELL
48081,CESSNA
48082,ALON
48083,AIRBUS INDUSTRIE
48084,MCDONNELL DOUGLAS
48085,BELL
48086,AYRES
48087,PIPER
48088,CHAMPION
48089,PIPER
48090,CESSNA
48091,COMMANDER
48092,BOEING
48093,BEECH
48094,AERO COMMANDER
48095,MAULE
48096,CESSNA
48097,BEECH
48098,CESSNA
48099,MOONEY
48100,SPORTAVIA PUTZER
48101,PAGAN
48102,AEROTEK
48103,MCDONNELL DOUGLAS
48104,HAWKINS & POWERS
48105,CESSNA
48106,QUICKSILVER
48107,OWENS/RICHBURG
48108,CESSNA
48109,BOEING
48110,WEINZIERL
48111,WILSON
48112,PIPER
48113,CESSNA
48114,BELL
48115,ISRAEL AIRCRAFT INDUSTRIES
48116,BOEING
48117,VANS AIRCRAFT
48118,BOEING
48119,BEECH
48120,BEECH
48121,CESSNA
48122,CESSNA
48123,MUXLOW
48124,CESSNA
48125,DASSAULT
48126,SHORT BROTHERS
48127,MOONEY
48128,LEARJET
48129,JOHNSON
48130,CESSNA
48131,ROTORWAY
48132,PIPER
48133,AYRES
48134,TAYLORCRAFT
48135,CESSNA
48136,CESSNA
48137,PIPER
48138,HUGHES
48139,PZL-BIELSKO
48140,BEECH
48141,WEATHERLY
48142,CESSNA
48143,BEECH
48144,AERONCA
48145,PIPER
48146,BALLOON WORKS
48147,FOUGA
48148,AERO DESIGN ELEVEN
48149,CESSNA
48150,CESSNA
48151,CESSNA
48152,BELLANCA
48153,WALDEN A. COOPER
48154,TAYLOR SMITH
48155,PIPER
48156,CESSNA
48157,PIPER
48158,CESSNA
48159,BEECH
48160,PIPER
48161,CESSNA
48162,SCOTT
48163,HELIO
48164,CESSNA
48165,CESSNA
48166,PIPER
48167,CESSNA
48168,AIR & SPACE.
48169,HARTLINE
48170,HUGHES
48171,CESSNA
48172,MCCAN
48173,PIPER
48174,LOCKHEED
48175,AIR TRACTOR
48176,BELLANCA
48177,BELL
48178,CESSNA
48179,CESSNA
48180,CESSNA
48181,LOOMIS
48182,PIPER
48183,NEW STANDARD
48184,HILLER
48185,SMITH
48186,CESSNA
48187,PIPER
48188,NORTH AMERICAN
48189,BEECH
48190,BELL
48191,BELLANCA
48192,HUGHES
48193,CESSNA
48194,GREENLEAF
48195,LUSCOMBE
48196,PIPER
48197,MAULE
48198,PIPER
48199,GRUMMAN
48200,CONVAIR
48201,CESSNA
48202,BEECH
48203,BELL
48204,CESSNA
48205,PIPER
48206,BELL
48207,BOEING
48208,CESSNA
48209,CESSNA
48210,MOONEY
48211,PIPER
48212,YAKOVLEV
48213,BOEING
48214,MOONEY
48215,HUGHES
48216,CESSNA
48217,CESSNA
48218,SCHWEIZER
48219,ERCOUPE (ENG & RESEARCH CORP.)
48220,AIR TRACTOR
48221,HILLER
48223,EUROCOPTER
48224,PIPER
48225,CESSNA
48226,PZL-MIELEC
48227,AIR TRACTOR
48228,BEECH
48229,CESSNA
48230,MOONEY
48231,BEECH
48232,PZL-BIELSKO
48233,BRICE
48234,AIR TRACTOR
48235,CESSNA
48236,PIPER
48237,BEECH
48238,CESSNA
48239,EMIGH AIRCRAFT
48240,AIR TRACTOR
48241,BOEING
48242,PIPER
48243,CESSNA
48244,CUNNINGHAM
48245,HUGHES
48246,CESSNA
48247,MCDONNELL DOUGLAS
48248,SAAB-SCANIA AB (SAAB)
48249,CESSNA
48250,BEECH
48251,BOEING
48252,EUROCOPTER
48253,CESSNA
48254,ROBINSON
48255,ROBINSON
48256,CESSNA
48257,DOUGLAS
48258,PIPER
48259,CESSNA
48260,AYRES
48261,CESSNA
48262,LAKE
48263,HUTCHINS
48264,CESSNA
48265,NORTH AMERICAN
48266,CESSNA
48267,CESSNA
48269,PIPER
48270,BELL
48271,CONE
48272,BEECH
48273,PIPER
48274,PIPER
48275,TRACY
48276,PIPER
48277,CESSNA
48278,BEECH
48279,DOUGLAS
48280,FAIRCHILD
48281,CESSNA
48282,CANADAIR
48283,GREEN
48284,BRITISH AEROSPACE
48285,"SMITH, TED AEROSTAR"
48286,BELL
48287,MORTON
48288,HUGHES
48289,DE HAVILLAND
48290,MCDONNELL DOUGLAS
48291,PIPER
48292,SMITH ARTHUR FOX
48293,GRUNSKA
48294,PIPER
48295,CESSNA
48296,LEARJET
48297,CESSNA
48298,DE HAVILLAND
48299,HUGHES
48300,HUGHES
48301,GULFSTREAM-SCHWEIZER
48302,CESSNA
48303,AEROSPATIALE
48304,DE HAVILLAND
48305,BEECH
48306,BELL
48307,BELL
48308,SCHWEIZER
48309,CESSNA
48310,CESSNA
48311,EUROCOPTER
48312,SCHWEIZER
48313,HILLER
48314,ROTORWAY
48315,LEWIS
48316,BELL
48317,STINSON
48318,NOTEMAN
48319,PIPER
48320,BELL
48321,CESSNA
48322,OVEROSS
48323,BEECH
48324,FAIRCHILD
48325,MCCOY
48326,CESSNA
48327,SCHWEIZER
48328,CESSNA
48329,LUDEMAN
48330,AIR TRACTOR
48331,MCDONNELL DOUGLAS
48332,CESSNA
48333,BELL
48334,BEECH
48335,PIPER
48336,LOCKHEED
48337,PIPER
48338,CESSNA
48339,BELL
48340,ROBINSON
48341,CESSNA
48342,JACKSON
48343,CESSNA
48344,BEECH
48345,MORPHEW
48346,SIKORSKY
48347,ROCKWELL
48348,MOONEY
48349,EUROCOPTER
48350,CESSNA
48352,ROBINSON
48353,PIPER
48354,BEECH
48355,BOEING
48356,BURKHART GROB
48357,PIPER
48358,PIPER
48359,PIPER
48360,CESSNA
48361,BEECH
48362,CESSNA
48363,PIPER
48364,HING
48365,ROTORWAY
48366,PIPER
48367,NAVION
48368,ASSELYN
48369,BEECH
48370,PIPER
48371,MCLARTY
48372,WEATHERLY
48373,BEECH
48374,BEECH
48375,CESSNA
48376,MAULE
48377,CESSNA
48378,BELL
48379,CESSNA
48380,CESSNA
48381,ANDERSON AIRCRAFT CORP.
48382,DANIEL A. SHAPIRO
48383,RICHARD SHAFFER
48384,BEECH
48385,CESSNA
48386,CESSNA
48387,GRUMMAN
48388,CESSNA
48389,EAGLE AIRCRAFT CO.
48390,GRUMMAN
48391,CESSNA
48392,SWEARINGEN
48393,CESSNA
48394,PIPER
48395,CESSNA
48396,PIPER
48397,BEECH
48398,PIPER
48399,GIFFORD
48400,AVIONS MUDRY ET CIE
48401,BEECH
48402,BOEING
48403,WSK PZL MIELEC
48404,ISSOIRE-AVIATION
48405,STINSON
48406,CESSNA
48407,PIPER
48408,CESSNA
48409,BEECH
48410,CAMERON
48411,BRITISH AEROSPACE
48412,FAIRCHILD
48413,CESSNA
48414,GRUMMAN
48415,LET
48416,CESSNA
48417,CESSNA
48418,PZL-MIELEC
48419,PIPER
48420,BEECH
48421,HELI-EAGLE INC.
48422,AMERICAN
48423,CESSNA
48424,BEECH
48425,EUROCOPTER
48426,CESSNA
48427,LET
48428,SOUTHWEST FLORIDA AVIATION
48429,PIPER
48430,CESSNA
48431,BOEING
48432,CARLSON
48433,CECIL
48434,MCDONNELL DOUGLAS
48435,CESSNA
48436,GRUMMAN
48437,ROSENVALL
48438,TAYLORCRAFT
48439,SIKORSKY
48440,CESSNA
48441,PIPER
48442,CESSNA
48443,CESSNA
48444,AEROTEK
48445,DE HAVILLAND
48446,HAYES
48447,AEROSTAR
48448,CESSNA
48449,CESSNA
48450,JOHN THOMAS
48451,BEECH
48452,KURZENBURGER STUKA
48453,CESSNA
48454,BELLANCA
48455,BELL
48456,RAWDON
48457,CESSNA
48458,CESSNA
48459,BEECH
48460,CESSNA
48461,EIRIAVION OY
48462,AVIONS MUDRY ET CIE
48463,AVIONS MUDRY ET CIE
48464,CESSNA
48465,CESSNA
48466,HARD
48467,CESSNA
48468,PIPER
48469,CESSNA
48470,AS+ (RUSSIA)
48471,SCHWEIZER
48472,CESSNA
48473,BEECH
48474,PIPER
48475,AIR TRACTOR
48476,PIPER
48477,GEILING
48478,PZL-MIELEC
48479,ERCOUPE
48480,PIPER
48481,HILYARD
48482,MOONEY
48483,BELL
48484,CESSNA
48485,CESSNA
48486,CESSNA
48487,PIPER
48488,CESSNA
48489,PIPER
48490,BEECH
48491,PIPER
48492,PIPER
48493,CESSNA
48494,AIR TRACTOR
48495,PIPER
48496,AIR TRACTOR
48497,PIPER
48498,PIPER
48499,GRUMMAN-SCHWEIZER
48500,CESSNA
48501,PIPER
48502,SLINGSBY
48503,CULVER
48504,CESSNA
48505,BELL
48506,SCHWEIZER
48507,MOONEY
48508,PIPER
48509,PIPER
48510,CESSNA
48511,BEECH
48512,PIPER
48513,MEADOWS
48514,SCHWEIZER
48515,MOONEY
48516,GRUMMAN AMERICAN
48517,AERO COMMANDER
48518,SCHUMACHER
48519,ERCOUPE
48520,BELL
48521,GRUMMAN-SCHWEIZER
48522,SCHWEIZER
48523,EATON
48524,ROBINSON
48525,BELL
48526,PIPER
48527,CESSNA
48528,PIPER
48529,BEECH
48530,GULFSTREAM-SCHWEIZER
48531,LUSCOMBE
48532,CESSNA
48533,STARDUSTER TOO
48534,BELLANCA
48535,CESSNA
48536,BOEING
48537,PIPER
48538,BOEING
48539,BELL
48540,ENSTROM
48541,BELL
48542,REPUBLIC
48543,CESSNA
48544,MOONEY
48545,PIPER
48546,PIPER
48547,CESSNA
48548,FROELICH
48549,EDGERLY
48550,PIPER
48551,CESSNA
48552,BEECH
48553,CESSNA
48554,SIAI-MARCHETTI
48555,STEWART
48556,CESSNA
48557,PIPER
48558,PIPER
48559,DANIEL J. ZOERB
48560,PIPER
48561,BRITISH AEROSPACE
48562,SIKORSKY
48563,TRUTHAN
48564,PIPER
48565,AERONCA
48566,HUGHES
48567,PIPER
48568,TAYLORCRAFT
48569,CESSNA
48570,BEECH
48571,PRATT
48572,BRYANT/RHODUS
48573,BAKENG
48574,CESSNA
48575,LUSCOMBE
48576,PIPER
48577,GRUMMAN
48578,PIPER
48579,CESSNA
48580,AIRBUS INDUSTRIE
48581,CESSNA
48582,PIPER
48583,CESSNA
48584,BOEING
48585,DASSAULT
48586,BOEING
48587,CESSNA
48588,PIPER
48589,PIPER
48590,DE HAVILLAND
48591,AYRES
48592,SCHWEIZER
48593,MCDONNELL DOUGLAS
48594,CURTIS-WRIGHT
48595,HUGHES
48596,PIPER
48597,LUNN (VANS)
48598,PIPER
48599,FAIRCHILD
48600,CESSNA
48601,PIPER
48602,BELLANCA
48603,SCHMIDT
48604,CESSNA
48605,HUGHES
48606,MAULE
48607,CESSNA
48608,CESSNA
48609,PIPER
48610,SCHLEICHER
48611,ENSTROM
48612,CESSNA
48613,HAESSLER
48614,DOUGLAS
48615,PIPER
48616,PIPER
48617,CESSNA
48618,BELLANCA
48619,BOEING
48620,RANS EMPLOYEE FLYING CLUB
48621,FLEET
48622,SCHEMPP-HIRTH
48623,GRUMMAN AMERICAN
48624,PIPER
48625,CESSNA
48626,BELL
48627,CESSNA
48628,BEECH
48629,CESSNA
48630,STINSON
48631,HOYE
48632,BELL
48633,CESSNA
48634,CESSNA
48635,CESSNA
48636,WARD
48637,CESSNA
48638,PIPER
48639,BEECH
48640,BLANC
48641,CESSNA
48642,CESSNA
48643,SCHWARZ
48644,CESSNA
48645,AERONCA
48646,PIPER
48647,AYRES
48648,DE HAVILLAND
48649,CESSNA
48650,BEECH
48651,ENSTROM
48652,SCHWEIZER
48653,CESSNA
48654,CESSNA
48655,AERONCA
48656,CESSNA
48657,EXTRA
48658,LEARJET
48659,BELL
48660,PIPER
48661,CESSNA
48662,CESSNA
48663,PIPER
48664,MCCLISH
48665,PIPER
48666,PIPER
48667,PIPER
48668,BEECH
48669,PIPER
48670,PIPER
48671,NEW PIPER
48672,PIPER
48673,CESSNA
48674,CESSNA
48675,PIPER
48676,CESSNA
48677,DOUBLE D ENTERPRISES
48678,DAVIS/CROUCH
48679,DASSAULT
48680,MOONEY
48681,ROCKWELL
48682,CESSNA
48683,HUGHES
48684,EUROPA AVIATION INC
48685,CESSNA
48686,WORLDWIDE AERO CORP
48687,BELLANCA
48688,PIPER
48689,CESSNA
48690,ENGINEERING & RESEARCH
48691,MOONEY
48692,PIPER
48693,CESSNA
48694,AIR TRACTOR
48695,BEECH
48696,PIPER
48697,GARLICK
48698,CESSNA
48699,PIPER
48700,BELLANCA
48701,PIPER
48702,ENSTROM
48703,CESSNA
48704,PIPER
48705,WEATHERLY
48706,CESSNA
48707,ROBINSON
48708,MAULE
48709,CESSNA
48710,SPURGEON
48711,CESSNA
48712,CESSNA
48713,GLOBE
48714,KASHAN MICHAEL
48715,CESSNA
48716,BUSHBY
48717,MOONEY
48718,MCCANN
48719,CESSNA
48720,SCHLEICHER
48721,HARTZELL
48722,DIAMOND AIRCRAFT INDUSTRIES
48723,NORTON
48724,FAIRCHILD HILLER
48725,BOEING
48726,BEECH
48727,CESSNA
48728,CESSNA
48729,CESSNA
48730,WACO
48731,HUGHES
48732,GULFSTREAM AMERICAN
48733,CESSNA
48734,ROWLEY
48735,FAIRCHILD
48736,CESSNA
48737,CHAMPION
48738,CESSNA
48739,CESSNA
48740,CESSNA
48741,PIPER
48742,CESSNA
48743,AYRES
48744,CESSNA
48745,CESSNA
48746,GRUMMAN
48747,CESSNA
48748,BELL
48749,THORP
48750,PIPER
48751,CREED
48752,SCHLEICHER
48753,CESSNA
48754,CESSNA
48755,CESSNA
48756,CESSNA
48757,AYRES
48758,CESSNA
48759,CESSNA
48760,SPARTAN
48761,BELLANCA
48762,AVIAT
48763,CESSNA
48764,PIPER
48765,BEECH
48766,CESSNA
48767,PIPER
48768,CESSNA
48769,BELL
48770,BOEING
48771,CESSNA
48772,NORTH AMERICAN
48773,"STAUDACHER AIRCRAFT, INC."
48774,PZL-MIELEC
48775,CESSNA
48776,PIPER
48777,CESSNA
48778,CESSNA
48779,LUSCOMBE
48780,CESSNA
48781,PIPER
48782,CESSNA
48783,STINSON
48784,PIPER
48785,CESSNA
48786,CESSNA
48787,AERO COMMANDER
48788,SCHWEIZER
48789,CESSNA
48790,PIPER
48791,PIPER
48792,CESSNA
48793,BELLANCA
48794,MAULE
48795,CESSNA
48796,CESSNA
48797,BRITISH AEROSPACE
48798,CESSNA
48799,PIPER
48801,HELFER
48802,ERCOUPE
48803,INTERAVIA
48804,CESSNA
48805,STINSON
48806,JAMES BROWNING
48807,CURTIS-WRIGHT
48808,CESSNA
48809,KEITH KINDEN
48810,CESSNA
48811,PIPER
48812,GRUMMAN
48813,CESSNA
48814,PIPER
48815,CESSNA
48816,ROBINSON
48817,KAMAN
48818,CESSNA
48819,FAIRCHILD
48820,GRUMMAN
48821,WSK PZL MIELEC
48822,CESSNA
48823,MCDONNELL DOUGLAS
48824,CESSNA
48825,BELL
48826,FAIRCHILD
48827,AERONCA
48828,CESSNA
48829,PIPER
48830,CESSNA
48831,PIPER
48832,CESSNA
48833,AIRBUS
48834,AIR TRACTOR
48835,GRUMMAN-SCHWEIZER
48836,MOONEY
48837,CHILIAN
48838,CESSNA
48839,CESSNA
48840,BOEING STEARMAN
48841,PIPER
48842,BELLANCA
48843,AEROSTAR
48844,CESSNA
48845,ROBINSON
48846,ERCOUPE
48847,MAULE
48848,AERONCA
48849,CESSNA
48850,CESSNA
48851,CESSNA
48852,PIPER
48853,CESSNA
48854,BEECH
48855,CESSNA
48856,CESSNA
48857,BEECH
48858,GRUMMAN-SCHWEIZER
48859,BEECH
48860,WITLOCK
48861,PIPER
48862,CESSNA
48863,GRUMMAN AMERICAN
48864,WARRINGTON
48865,PIPER
48866,PIPER
48867,AERONCA
48868,MBB
48869,ROTORWAY
48870,PIPER
48871,BELL
48872,WEATHERLY
48873,MEAD
48874,CESSNA
48875,BELL
48876,SPENCER
48877,TAYLORCRAFT
48878,DE HAVILLAND
48879,BEECH
48880,AIR TRACTOR
48881,BOEING
48882,CESSNA
48883,PIPER
48884,BEECH
48885,BOEING STEARMAN
48886,PIPER
48887,ERCOUPE
48888,CANADAIR
48889,HUGHES
48890,BURTON/BOYTON
48891,GRUMMAN AMERICAN
48892,HESS
48893,CESSNA
48894,SCHWEIZER
48895,CESSNA
48896,GRUMMAN
48897,BOEING
48898,CESSNA
48899,CESSNA
48900,CESSNA
48901,DOUGLAS
48902,CESSNA
48903,CESSNA
48904,ROCKWELL
48905,CESSNA
48906,BEAVER
48907,CESSNA
48908,STEEL/VANS
48909,CESSNA
48910,AEROSPATIALE
48911,CESSNA
48912,SCHREDER
48913,LAKE
48914,BELL
48915,MOONEY
48916,FLOROSKI
48917,CESSNA
48918,LUTKE
48919,PIPER
48920,PIPER
48921,JIM WESEMAN
48922,WACO
48923,ROTORWAY
48924,CESSNA
48925,YAKOVLEV
48926,QUICKSILVER
48927,BOEING
48928,AEROSPATIALE
48929,MOONEY
48930,CESSNA
48931,EUROCOPTER
48932,CESSNA
48933,SCHWEIZER
48934,FUDOLD
48935,BEECH
48936,MONOCOUPE
48937,PIPER
48938,EIRIAVION OY
48939,CESSNA
48940,AEROSPATIALE
48941,BOHNER
48942,CIANCHETTE
48943,SCHWEIZER
48944,DE HAVILLAND
48945,MOONEY
48946,CESSNA
48947,HALSMER
48948,COMEAU
48949,ROOT
48950,CESSNA
48951,ROBINSON
48952,CESSNA
48953,PIPER
48954,LUSCOMBE
48955,MOONEY
48956,CESSNA
48957,PIPER
48958,CESSNA
48959,BELL
48960,CESSNA
48961,CESSNA
48962,BELL
48963,CESSNA
48964,CESSNA
48965,BOEING
48966,PIPER
48967,CESSNA
48968,CHAMPION
48969,PIPER
48970,MOONEY
48971,RYSKAMP
48972,SCHWARZ
48973,DANIEL J. LEE
48974,LET
48975,PETERS
